Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,New_Price
Volkswagen Polo 1.2 MPI Highline,2014,22000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,"$4,963.77 ",
Hyundai i20 Magna Optional 1.2,2015,14925,Petrol,Manual,First,18.5 kmpl,1197 CC,82.9 bhp,5,"$6,485.51 ",
Maruti Ertiga ZDI,2013,75000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,"$7,910.63 ",
Honda City i VTEC V,2015,23000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,"$8,454.11 ",
Honda City 1.5 S MT,2014,57000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,"$6,618.36 ",
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2013,76718,Diesel,Automatic,First,16.96 kmpl,1968 CC,138.03 bhp,5,"$7,862.32 ",
Honda Amaze VX i-DTEC,2016,138000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,"$6,219.81 ",
Mahindra XUV500 W8 2WD,2013,140000,Diesel,Manual,Second,15.1 kmpl,2179 CC,140 bhp,7,"$10,869.57 ",
Toyota Corolla Altis VL,2008,110000,Petrol,Automatic,Second,14.53 kmpl,1798 CC,138.1 bhp,5,"$3,321.26 ",
Hyundai Santro Xing XL eRLX Euro III,2005,126000,Petrol,Manual,Second,17.0 kmpl,1086 CC,null bhp,5,"$1,449.28 ",
BMW 3 Series 320d,2012,73000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,"$15,096.62 ","$58,925.12 "
Ford EcoSport 1.5 Diesel Trend,2017,63423,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5,"$9,287.44 ","$12,584.54 "
Hyundai i20 Asta Optional with Sunroof 1.2,2013,62132,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5,"$5,519.32 ",
Honda City 1.5 S AT,2013,51000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,"$5,434.78 ",
Maruti Ritz VDI (ABS) BS IV,2015,75000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,"$5,917.87 ",
Hyundai i10 Era 1.1,2008,55410,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,"$1,992.75 ",
Chevrolet Sail 1.2 LS,2015,41000,Petrol,Manual,First,18.2 kmpl,1199 CC,82.4 bhp,5,"$3,925.12 ",
Hyundai Verna 1.6 SX CRDi (O),2012,45000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,"$7,548.31 ",
Hyundai Creta 1.6 SX Option,2018,53322,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5,"$14,649.76 ","$19,396.14 "
Chevrolet Sail 1.2 LS,2013,48000,Petrol,Manual,First,18.2 kmpl,1199 CC,82.4 bhp,5,"$3,925.12 ",
Audi Q5 2.0 TDI,2013,72000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5,"$35,024.15 ",
Honda City 1.5 V MT Exclusive,2013,50266,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,"$6,678.74 ",
Ford EcoSport 1.5 Petrol Titanium,2017,21800,Petrol,Manual,First,17.0 kmpl,1497 CC,121.36 bhp,5,"$10,567.63 ","$13,611.11 "
Audi Q7 3.0 TDI Quattro Premium Plus,2014,45000,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7,"$45,772.95 ",
Hyundai i10 Magna 1.2,2010,62000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,"$2,898.55 ",
Hyundai i20 1.2 Asta,2014,41681,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,"$5,495.17 ",
Maruti Swift Dzire 1.2 Vxi BSIV,2011,69313,Petrol,Manual,Second,17.5 kmpl,1197 CC,85.8 bhp,5,"$3,200.48 ",
Tata Indica V2 eLX,2017,49000,Diesel,Manual,Second,25.0 kmpl,1396 CC,69 bhp,5,"$1,932.37 ",
BMW 5 Series 2010-2013 530d,2012,40471,Diesel,Automatic,Second,16.2 kmpl,2993 CC,235 bhp,5,"$31,062.80 ",
Maruti Swift VDI,2013,60000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,"$5,012.08 ",
Ford Freestyle Titanium Plus Petrol,2018,1001,Petrol,Manual,First,19.0 kmpl,1194 CC,94.68 bhp,5,"$8,731.88 ","$10,193.24 "
Hyundai Verna XXi ABS (Petrol),2008,38000,Petrol,Manual,Second,13.9 kmpl,1599 CC,103.2 bhp,5,"$3,140.10 ",
BMW 3 Series 320d Highline,2008,66000,Diesel,Automatic,Second,16.07 kmpl,1995 CC,181 bhp,5,"$8,756.04 ",
Toyota Innova 2.5 G4 Diesel 8-seater,2017,33901,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,"$17,258.45 ",
Mercedes-Benz New C-Class C 250 CDI Elegance,2011,57000,Diesel,Automatic,Second,14.94 kmpl,2143 CC,204 bhp,5,"$20,833.33 ",
Hyundai Elantra 1.6 SX,2013,170000,Diesel,Manual,First,22.54 kmpl,1582 CC,126.2 bhp,5,"$9,057.97 ","$25,205.31 "
Maruti Ritz ZDi,2014,60000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,"$5,253.62 ",
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,85000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,"$10,748.79 ","$14,444.44 "
Hyundai Xcent 1.2 Kappa S,2016,146000,Petrol,Manual,Second,19.1 kmpl,1197 CC,82 bhp,5,"$4,227.05 ",
Honda City i DTEC V,2014,56002,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,"$7,367.15 ",
Renault KWID RXT,2016,8554,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,"$3,864.73 ",
Toyota Etios Cross 1.4L VD,2014,62322,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,"$5,917.87 ","$11,533.82 "
Maruti Alto K10 VXI,2015,37929,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,"$4,456.52 ","$4,939.61 "
Tata Tiago 1.2 Revotron XM Option,2016,5400,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5,"$4,806.76 ","$6,582.13 "
Hyundai i20 1.4 CRDi Magna,2013,60000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5,"$3,562.80 ",
Audi A4 2.0 TDI,2014,55730,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5,"$18,369.57 ",
Maruti Swift VDI,2015,62000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,"$7,608.70 ",
Volkswagen Ameo 1.2 MPI Highline,2017,14576,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,"$8,079.71 ","$10,120.77 "
Honda BRV i-VTEC V CVT,2017,17000,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7,"$11,473.43 ","$18,140.10 "
Hyundai i20 Asta,2009,28000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,"$3,200.48 ",
Hyundai Santa Fe 4X4,2012,58200,Diesel,Manual,First,14.66 kmpl,2199 CC,194.3 bhp,7,"$9,057.97 ",
Honda City 1.5 GXI,2002,53000,Petrol,Manual,Second,0.0 kmpl,,,,"$2,234.30 ",
Maruti Celerio ZXI Optional AMT,2018,12278,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,"$6,799.52 ","$7,185.99 "
Hyundai Creta 1.6 SX,2018,17665,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5,"$14,227.05 ","$18,550.72 "
Tata Indica V2 DL BSIII,2004,200000,Diesel,Manual,Second,17.88 kmpl,1396 CC,52.8 bhp,5,"$1,026.57 ",
Volkswagen Vento Petrol Highline,2011,55893,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5,"$4,045.89 ",
Maruti Celerio VXI,2015,60586,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,"$4,963.77 ",
Mercedes-Benz CLA 200 D Sport Edition,2015,13500,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,"$30,809.18 ",
Maruti Alto 800 LXI,2017,30000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,"$3,743.96 ",
Ford Endeavour 3.2 Titanium AT 4X4,2018,12000,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7,"$40,458.94 ",
Tata Zest Revotron 1.2T XE,2017,65000,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,"$5,797.10 ","$7,958.94 "
Volkswagen Vento 1.6 Comfortline,2014,38000,Petrol,Manual,First,16.09 kmpl,1598 CC,103.5 bhp,5,"$4,214.98 ","$13,212.56 "
Maruti Ertiga ZXI,2012,25000,Petrol,Manual,Second,17.5 kmpl,1373 CC,91.1 bhp,7,"$6,219.81 ",
Mercedes-Benz M-Class ML 350 CDI Corporate,2011,100000,Diesel,Automatic,First,14.0 kmpl,2987 CC,224 bhp,5,"$17,403.38 ",
Volkswagen Polo 1.2 MPI Highline,2014,13710,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5,"$5,736.72 ",
Toyota Fortuner 4x2 AT,2015,100000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,"$22,946.86 ",
Maruti Celerio VXI,2017,17000,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,"$5,917.87 ",
BMW 3 Series 320d Corporate Edition,2008,89000,Diesel,Automatic,Second,16.07 kmpl,1995 CC,181 bhp,4,"$7,608.70 ",
Honda City ZX VTEC,2006,100173,Petrol,Manual,Second,16.9 kmpl,1497 CC,100 bhp,5,"$2,898.55 ",
Mitsubishi Cedia Sports,2009,97000,Petrol,Manual,First,13.17 kmpl,1999 CC,114 bhp,5,"$3,623.19 ",
Renault Pulse Petrol RxL,2016,40190,Petrol,Manual,First,18.06 kmpl,1198 CC,74.93 bhp,5,"$5,132.85 ",
Volkswagen Polo 1.5 TDI Highline,2016,29647,Diesel,Manual,First,20.14 kmpl,1498 CC,88 bhp,5,"$7,608.70 ","$12,258.45 "
Maruti Baleno RS Petrol,2018,43639,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,5,"$9,843.00 ","$11,871.98 "
Hyundai i10 Magna,2012,37333,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,"$3,888.89 ",
Hyundai i20 1.2 Spotz,2018,48407,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,"$9,239.13 ",
BMW Z4 2009-2013 35i,2011,25000,Petrol,Automatic,First,10.37 kmpl,2979 CC,306 bhp,2,"$36,231.88 ",
Hyundai i10 Sportz 1.2,2010,72400,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,"$2,777.78 ",
Mini Cooper S Carbon Edition,2012,18000,Petrol,Automatic,First,13.6 kmpl,1598 CC,181 bhp,4,"$26,570.05 ",
Honda Brio V MT,2012,65167,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,"$3,961.35 ",
Maruti Ciaz ZXi Option,2016,25418,Petrol,Manual,First,20.73 kmpl,1373 CC,91.2 bhp,5,"$8,562.80 ",
Maruti Swift Dzire ZDi,2013,38995,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,"$7,801.93 ",
Volkswagen Polo Diesel Comfortline 1.2L,2012,60000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,"$4,830.92 ",
BMW X1 sDrive20d,2011,72000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,"$13,285.02 ",
Audi Q7 3.0 TDI Quattro Premium Plus,2016,31075,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7,"$60,132.85 ",
Ford Figo 1.5D Trend MT,2015,4311,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,"$5,797.10 ",
BMW 3 Series Luxury Line,2017,21000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,"$42,270.53 ","$74,963.77 "
Mercedes-Benz M-Class ML 350 CDI Corporate,2011,54000,Diesel,Automatic,First,14.0 kmpl,2987 CC,224 bhp,5,"$26,557.97 ",
Maruti Wagon R LX BSIII,2007,50000,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5,"$1,328.50 ",
Maruti Baleno Zeta 1.2,2018,13000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,"$7,971.01 ",
Maruti Dzire VXI,2013,74000,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5,"$5,434.78 ","$9,263.29 "
Chevrolet Aveo U-VA 1.2 LT,2009,75000,Petrol,Manual,Second,14.7 kmpl,1150 CC,76 bhp,5,"$1,207.73 ",
Volkswagen Polo 1.5 TDI Highline,2017,25000,Diesel,Manual,First,20.14 kmpl,1498 CC,88 bhp,5,"$8,333.33 ","$12,041.06 "
Land Rover Freelander 2 TD4 SE,2012,139000,Diesel,Automatic,First,0.0 kmpl,2179 CC,115 bhp,5,"$20,229.47 ",
Audi Q5 30 TDI quattro Premium,2015,52000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5,"$30,785.02 ",
Audi A6 35 TDI Matrix,2015,20000,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5,"$42,874.40 ","$81,727.05 "
Hyundai Grand i10 1.2 CRDi Sportz,2018,32663,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5,"$7,584.54 ","$9,879.23 "
Mahindra Scorpio SLE BSIV,2012,76777,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,"$5,893.72 ",
Tata Bolt Quadrajet XE,2016,100303,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,"$4,468.60 ","$8,973.43 "
Hyundai EON Era Plus,2015,43993,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,"$4,166.67 ",
Mahindra Scorpio S8 8 Seater,2016,72118,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,8,"$12,355.07 ",
Honda Accord 2001-2003 2.0 AT,2010,83000,Petrol,Automatic,Second,11.1 kmpl,2354 CC,142 bhp,5,"$7,850.24 ",
Volkswagen Polo 1.2 MPI Highline,2016,7523,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5,"$7,427.54 ",
Maruti Eeco 7 Seater Standard,2014,34670,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,"$3,502.42 ","$5,688.41 "
Hyundai Grand i10 CRDi Sportz,2016,30000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,"$6,642.51 ",
Ford Endeavour 3.2 Titanium AT 4X4,2017,17000,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7,"$37,439.61 ",
Hyundai Grand i10 1.2 CRDi Sportz,2015,59261,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5,"$5,132.85 ","$9,879.23 "
Maruti Swift VDI,2016,65210,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,"$6,618.36 ",
Hyundai i20 1.2 Asta Option,2016,19000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,"$8,756.04 ",
Maruti Swift Dzire VXi,2012,50000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,"$3,623.19 ",
BMW 3 Series 320d Luxury Line,2015,47000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,"$35,628.02 ","$64,830.92 "
Honda City ZX GXi,2007,75000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,5,"$1,799.52 ",
Hyundai i10 Sportz 1.2 AT,2013,54534,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5,"$4,408.21 ",
Ford Ecosport Signature Edition Diesel,2018,13000,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5,"$13,164.25 ","$14,637.68 "
Maruti Celerio ZXI MT,2015,48808,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,"$5,193.24 ","$7,306.76 "
Maruti Ertiga VDI,2012,63001,Diesel,Manual,Second,20.77 kmpl,1248 CC,88.76 bhp,7,"$7,379.23 ",
Toyota Innova 2.5 V Diesel 8-seater,2015,64771,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,"$18,719.81 ",
Honda City i VTEC SV,2016,34634,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,"$8,333.33 ",
Maruti Swift Dzire VXI,2012,69242,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,"$5,664.25 ",
Maruti Ritz LXi,2011,33292,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,"$3,852.66 ",
Hyundai i20 Sportz AT 1.4,2012,55000,Petrol,Automatic,Second,15.0 kmpl,1396 CC,98.6 bhp,5,"$4,528.99 ",
Hyundai i20 Active SX Dual Tone Petrol,2019,1000,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5,"$10,386.47 ","$12,379.23 "
Honda City 1.5 E MT,2011,80000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,"$4,649.76 ",
Porsche Cayenne S Diesel,2016,65003,Diesel,Automatic,First,13.6 kmpl,4134 CC,382 bhp,5,"$81,920.29 ",
Honda Amaze VX i-VTEC,2019,16573,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5,"$11,243.96 ",
Honda Civic 2006-2010 1.8 S AT,2008,152633,Petrol,Automatic,First,12.9 kmpl,1799 CC,130 bhp,5,"$3,623.19 ",
Hyundai i20 Magna 1.2,2015,53000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,"$6,642.51 ",
Hyundai Creta 1.6 CRDi SX,2017,50129,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,"$16,062.80 ",
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,2013,63716,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,"$27,777.78 ",
Maruti Alto 800 2016-2019 LXI,2018,11000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,"$4,045.89 ",
BMW X1 sDrive 20d Exclusive,2012,115000,Diesel,Automatic,Third,15.06 kmpl,1995 CC,177 bhp,5,"$12,077.29 ",
Hyundai i10 Magna,2013,63265,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,"$3,562.80 ",
Volkswagen Ameo 1.5 TDI Highline,2016,20000,Diesel,Manual,First,21.66 kmpl,1498 CC,108.62 bhp,5,"$8,152.17 ","$12,125.60 "
Volkswagen Polo Petrol Highline 1.2L,2010,79000,Petrol,Manual,Third,16.47 kmpl,1198 CC,73.9 bhp,5,"$2,946.86 ",
Maruti Ciaz VXi Plus,2015,41000,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,"$7,065.22 ",
Volkswagen Polo GT TSI,2015,26323,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5,"$8,937.20 ","$13,079.71 "
Hyundai Xcent 1.1 CRDi Base,2016,76000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,"$4,589.37 ",
Honda Civic 2006-2010 1.8 S MT,2008,69972,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5,"$4,589.37 ",
Honda City ZX GXi,2008,69000,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,5,"$3,260.87 ",
Mahindra Bolero ZLX,2016,65000,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7,"$8,707.73 ","$13,466.18 "
Honda City i VTEC V,2016,29512,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,"$9,541.06 ",
Hyundai Xcent 1.2 CRDi S,2017,51000,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5,"$5,072.46 ","$9,939.61 "
Renault Duster 110PS Diesel RxL,2014,58003,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,"$6,944.44 ",
Maruti A-Star AT VXI,2013,56500,Petrol,Automatic,First,16.98 kmpl,998 CC,66.1 bhp,5,"$4,166.67 ",
Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,29063,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,"$31,099.03 ",
Mahindra XUV500 W8 2WD,2018,46811,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,"$20,036.23 ",
Renault Pulse Petrol RxZ,2014,31897,Petrol,Manual,First,18.06 kmpl,1198 CC,74.96 bhp,5,"$5,664.25 ",
BMW 3 Series 320d,2009,52100,Diesel,Automatic,Second,13.2 kmpl,1995 CC,170 bhp,5,"$9,057.97 ",
Toyota Innova Crysta 2.4 GX MT,2016,73000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,"$19,927.54 ","$23,393.72 "
Honda City 1.5 S MT,2009,31423,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,"$2,403.38 ",
Maruti Swift VDI,2014,75180,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,"$6,340.58 ",
Renault Duster 110PS Diesel RxZ Plus,2013,75000,Diesel,Manual,Second,19.64 kmpl,1461 CC,108.45 bhp,5,"$6,521.74 ",
Volkswagen Polo 1.2 MPI Comfortline,2014,15000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,"$4,710.14 ",
Hyundai i20 Active 1.2 S,2015,12000,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5,"$7,004.83 ",
BMW 5 Series 2013-2017 520d Luxury Line,2014,32000,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5,"$36,835.75 ",
Maruti Swift Dzire LDI,2017,44504,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,"$6,763.29 ",
Mercedes-Benz M-Class ML 350 4Matic,2012,66000,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,5,"$27,777.78 ",
Maruti Swift LDI,2015,39437,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,"$6,219.81 ","$8,466.18 "
Hyundai Verna 1.6 CRDI AT SX Option,2017,36931,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.2 bhp,5,"$11,449.28 ",
Tata Nano XTA,2016,17800,Petrol,Automatic,Second,21.9 kmpl,624 CC,37.48 bhp,4,"$2,874.40 ",
Maruti Swift Dzire LXi,2009,71346,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,"$4,589.37 ",
Hyundai i20 Asta Option 1.2,2015,45000,Petrol,Manual,Second,18.6 kmpl,1197 CC,81.83 bhp,5,"$6,642.51 ",
Hyundai i20 1.2 Sportz,2010,85155,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,"$4,287.44 ",
Maruti Ciaz ZXi,2015,48823,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,"$7,669.08 ",
Land Rover Range Rover 2.2L Prestige,2015,37000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,"$43,478.26 ",
Tata Indigo LX BSII,2005,92000,Diesel,Manual,Second,16.1 kmpl,1405 CC,70 bhp,5,"$1,328.50 ",
Tata Zest Revotron 1.2T XM,2014,36000,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,"$4,468.60 ","$9,214.98 "
Mahindra XUV500 W10 1.99 mHawk,2016,24569,Diesel,Manual,First,16.0 kmpl,1997 CC,140 bhp,7,"$16,304.35 ",
Honda Accord 2.4 AT,2008,95000,Petrol,Automatic,Third,11.7 kmpl,2354 CC,177.6 bhp,5,"$3,442.03 ",
Tata Nano Twist XT,2015,25811,Petrol,Manual,Second,25.4 kmpl,624 CC,37.5 bhp,4,"$2,572.46 ",
Hyundai Elantra CRDi S,2015,65000,Diesel,Manual,First,22.7 kmpl,1582 CC,126.2 bhp,5,"$9,359.90 ",
Tata Indica V2 eLS,2017,100400,Diesel,Manual,First,25.0 kmpl,1396 CC,69 bhp,5,"$3,442.03 ",
Honda Amaze S i-Dtech,2014,76414,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,"$5,978.26 ",
Mahindra XUV500 W8 2WD,2012,82103,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,"$7,487.92 ",
BMW X3 xDrive 20d Expedition,2013,98000,Diesel,Automatic,First,18.56 kmpl,1995 CC,190 bhp,5,"$21,135.27 ",
Hyundai Grand i10 1.2 Kappa Magna,2010,45252,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,"$2,717.39 ","$8,212.56 "
Maruti Baleno Zeta 1.2,2017,10300,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,"$8,152.17 ",
Hyundai Verna 1.6 CRDi AT SX,2016,42024,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.2 bhp,5,"$11,751.21 ",
Maruti Ertiga VDI,2018,51236,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,"$10,253.62 ","$13,079.71 "
Mini Cooper S Carbon Edition,2013,52000,Petrol,Automatic,First,13.6 kmpl,1598 CC,181 bhp,4,"$30,193.24 ",
Maruti Ritz ZDi,2015,42894,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,"$6,751.21 ",
Skoda Laura L n K 1.9 PD AT,2011,68000,Diesel,Automatic,First,15.6 kmpl,1896 CC,106 bhp,5,"$5,797.10 ",
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,69000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,"$6,582.13 ",
Hyundai i20 2015-2017 Sportz 1.2,2017,10000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,"$7,850.24 ",
Honda Brio E MT,2015,16000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,"$5,253.62 ",
Honda Amaze S i-Dtech,2013,46992,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,"$4,528.99 ",
BMW 5 Series 2003-2012 520d,2010,170000,Diesel,Automatic,Third,18.48 kmpl,1995 CC,177 bhp,5,"$14,492.75 ",
Audi Q7 3.0 TDI Quattro Premium Plus,2014,58000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,"$38,647.34 ",
Hyundai Grand i10 CRDi Magna,2015,50000,Diesel,Manual,Second,24.0 kmpl,1120 CC,70 bhp,5,"$4,830.92 ",
Nissan Micra Diesel XV,2011,39010,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,"$3,140.10 ",
Hyundai Grand i10 Sportz,2016,26946,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,"$5,374.40 ",
Hyundai EON Era,2015,28700,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,"$3,140.10 ",
Mercedes-Benz New C-Class C250 Avantgarde,2011,60000,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5,"$19,323.67 ",
Land Rover Range Rover 2.2L Pure,2014,38999,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,"$39,251.21 ",
Mahindra Ssangyong Rexton RX7,2016,39000,Diesel,Automatic,First,11.18 kmpl,2696 CC,184 bhp,7,"$16,727.05 ",
